,initial_static_margin [calibers],frontal_surface_wind [m/s],lateral_surface_wind [m/s],out_rail_vel [m/s],out_rail_stability [calibers],out_rail_angle_of_attack [deg],out_rail_thrust_to_weight [ratio],burn_out_dynamic_pressure [Pa],burn_out_time [s],burn_out_accel [m/s²],apogee_alt [m],apogee_time [s],max_speed [m/s],max_speed_time [s],max_mach [-],max_mach_time [s],max_dynamic_pressure [Pa],max_dynamic_pressure_time [s],max_acceleration_power_on [m/s²],max_acceleration_power_on_time [s],max_Gs_power_on [G],max_Gs_power_on_time [s],max_acceleration_power_off [m/s²],max_acceleration_power_off_time [s],max_Gs_power_off [G],max_Gs_power_off_time [s],max_stability_margin [calibers],impact_speed [m/s],impact_time [s],impact_x [m],impact_y [m],impact_lat [°],impact_lon [°],impact_radius [m],inclination_deg,heading_deg,case_key
min_elev_82deg__North__ERA5_2024_0619_15Z,2.941823647181412,4.121294267980535,8.943069534368618,29.175560092734962,3.0199895429370858,19.030849375420793,9.473707620054899,47238.1259464923,4.519,32.36968795315565,3336.8189289105294,25.529073500752023,313.27891047126747,4.300973252331865,0.9116147479927826,4.300973252331865,48937.29252178561,4.271358482550059,87.57016567632142,1.5146265334223683,8.929671771330824,1.5146265334223683,14.336346540630863,11.6342225956509,1.4619005002351326,11.6342225956509,4.206464041413016,12.68379072896017,166.59547406915644,289.1992797409935,1015.0734272540875,31.056418613534365,-103.52424569215412,1055.4668569500743,82.0,0.0,min_elev_82deg__North
min_elev_82deg__North__ERA5_2024_0619_18Z,2.9418178999512823,4.932677637856674,8.375760509384886,29.175667462359737,3.0199779437543195,18.872015473937303,9.473706627239542,47370.87673787039,4.519,32.56537961561336,3351.6623122792143,25.584397662037997,313.0363604379304,4.291317100071938,0.9129391748138499,4.291317100071938,49086.39763017918,4.266695885413748,87.51421941756344,1.5019431299627546,8.923966840619727,1.5019431299627546,14.12145206385057,11.868963749467435,1.4399873620299053,11.868963749467435,4.206464041413016,12.578339059072363,167.28990340307607,115.09462356873746,1116.175822374145,31.05732766740527,-103.52607300614945,1122.0941310010617,82.0,0.0,min_elev_82deg__North
min_elev_82deg__East__ERA5_2022_0616_15Z,2.9416249455043433,-4.545474720080994,3.0738250085252874,29.176145890690062,3.019974237143396,10.387930300353611,9.47369365377529,47281.60225533145,4.519,32.40253375397977,3258.7710832529574,25.186433243548798,314.6439814318223,4.297824949376597,0.9105214570222181,4.297824949376597,48958.13899942978,4.271846817933103,87.67994400720056,1.5079293326391527,8.940866045713936,1.5079293326391527,14.774204757487967,11.293285784282943,1.506549612506612,11.293285784282943,4.206464041413016,9.66764128764543,164.19089291230844,1263.9195878189826,166.1804805151979,31.04878547053859,-103.51401652249201,1274.79750414596,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2022_0616_18Z,2.9418010695371164,-7.819234670467396,5.413344330392948,29.17402789944442,3.020224234365358,17.397002742900018,9.473714283199891,47711.38821862694,4.519,32.35365330782855,3077.686442521358,24.46183887554128,314.3032101797955,4.288123360267502,0.9143399895424802,4.304776781266624,49376.23646221485,4.269795007356139,87.99923990501085,1.5655119310863785,8.973425166087386,1.5655119310863785,16.269747724249765,9.998110459349121,1.6590525535478238,9.998110459349121,4.206464041413016,12.457129066888685,158.39352057512198,1214.804918766968,200.59539108389512,31.049094950898127,-103.51453192555576,1231.255254439355,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2022_0619_15Z,2.9416226481486785,-4.447053498891889,3.0758121299834253,29.17615111201777,3.019977623845204,10.245473371028815,9.473693332747613,47366.8400537809,4.519,32.34025521715209,3257.6722757506604,25.177886609487388,314.5389367692841,4.296768605695676,0.9115574883860398,4.296768605695676,49054.783557061266,4.2798378904035905,87.66315715745517,1.5049785353172052,8.939154263428916,1.5049785353172052,17.063702408480648,9.457964530812953,1.740013399935824,9.457964530812953,4.206464041413016,9.611938005662191,164.3773096132487,1233.8806415856677,118.9153920671235,31.04836053623103,-103.51433183052778,1239.5976396195408,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2022_0619_18Z,2.9417887981086785,-6.518514433128594,6.5385726834876365,29.174189601209335,3.020212181864386,17.05505398351839,9.473712525769075,48112.17581326048,4.519,32.540308215797445,3092.480799752032,24.511212721450793,313.79430365931336,4.288175210328549,0.9187311508799698,4.304477925882752,49805.91204334766,4.269989450900279,87.90854179997548,1.5605537523398119,8.964176533268292,1.5605537523398119,17.932384824538385,8.893809318233815,1.8285943542941154,8.893809318233815,4.206464041413016,12.22257688723371,159.42987256336275,1065.6444112925733,184.3917681559003,31.04894940660937,-103.51609734496414,1081.47969721246,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2023_0616_15Z,2.941584091052111,4.043675513274354,-0.1355443523246476,29.178057869407972,3.0197001950502473,7.992289193905707,9.473681906061373,46114.417667805814,4.519,32.00876699119469,3524.942444974633,26.283032022772716,314.862159735852,4.2877254079042935,0.9010252481731689,4.304702635159007,47748.84975220205,4.2877254079042935,87.39014582330022,1.4977159583718709,8.911314855052462,1.4977159583718709,19.47565047751696,8.071919985881335,1.9859636550215376,8.071919985881335,4.206464041413016,8.96360866317184,170.9413259381978,1358.0326674655694,173.90997138618857,31.0488548625363,-103.51302882202383,1369.1228593706244,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2023_0616_18Z,2.941605767424167,4.763655223563745,-1.112070773335739,29.178060629526048,3.0196945602610468,9.67085749882542,9.473683166880766,45834.04704681997,4.519,31.880033093313507,3540.9635903045682,26.348758314573576,315.0070444736647,4.30187046963618,0.8992355630310765,4.30187046963618,47454.10184157572,4.278679429881043,87.405735179804,1.4965802251241969,8.912904527010141,1.4965802251241969,31.854983074545782,4.533615893499866,3.248304270525183,4.533615893499866,4.206464041413016,9.403439782631919,170.88844162169997,1373.099659626776,239.31837265805123,31.049442939968724,-103.51287060905712,1393.799109900299,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2023_0619_15Z,2.9415879241194456,3.3986086013324908,-2.495401268587165,29.17801111314268,3.0197072321082503,8.324613643537523,9.47368235588596,45961.67268768235,4.519,31.930006861671437,3514.908678232796,26.254833093642517,315.0947101290806,4.2967600335465415,0.899893963151039,4.30151170296823,47578.027069919575,4.261633045019266,87.43159240035226,1.5094062684946035,8.915541229711701,1.5094062684946035,14.844716263044976,11.234392124159852,1.5137397850484087,11.234392124159852,4.206464041413016,9.065379264264012,170.27866696276988,1379.2919305891085,235.6207120171947,31.049409686612847,-103.51280562753846,1399.2724358464723,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2023_0619_18Z,2.9415781177389717,3.483223426675167,-1.5220727345865912,29.178163905437334,3.0196852167985755,7.504059901629234,9.473681504252571,45697.52795893357,4.519,31.730868531383422,3535.2340088617157,26.337323661512468,315.36054823885803,4.297622715315915,0.8980568909886067,4.302400968983042,47297.236601490265,4.288066207981663,87.44021580888685,1.5021673807622526,8.916420572661087,1.5021673807622526,20.6364692940895,7.5160507040461555,2.104334231780425,7.5160507040461555,4.206464041413016,8.900983915464584,170.44896486233836,1449.6009062190471,266.19548725924034,31.049684503672562,-103.51206770601138,1473.8394840511862,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2024_0616_15Z,2.9415414345490327,1.3065776545957575,0.0972612330903513,29.178131055364467,3.0197064385854984,2.567680047190151,9.473680403937587,45788.96550047041,4.519,31.787397719968936,3501.6461668841985,26.19931639897503,315.57296070614194,4.298111647227393,0.9003765251469322,4.3029192522630835,47388.757967965576,4.288496437156012,87.46992483445439,1.5122508095625256,8.919450050165388,1.5122508095625256,13.61769252721328,12.608494271031065,1.3886181853347759,12.608494271031065,4.206464041413016,8.148957675824976,169.62877832104246,1416.5560314820839,116.40573690667028,31.04833776599466,-103.51241471624044,1421.330815086008,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2024_0616_18Z,2.941565338213927,-0.5213290699929074,3.120940077270987,29.17775130454268,3.0197675286119114,6.178695067674884,9.473682666203436,45764.23575573266,4.519,31.757899642581485,3449.1713969204984,25.99691081444686,315.7531628693095,4.2951819856900855,0.9008462886604269,4.300382782699848,47355.1960308307,4.2847803916705605,87.55423193605556,1.4882840216697626,8.928046982002575,1.4882840216697626,16.69691971040928,9.66306872839079,1.7026119735495078,9.66306872839079,4.206464041413016,8.664315628921289,167.84278177220767,1562.567105360806,-155.70407531234085,31.045891008784345,-103.51088280019304,1570.3056128742962,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2024_0619_15Z,2.941823647181412,-8.943069534368618,4.121294267980536,29.17344672610019,3.020308190076588,17.859572369556027,9.473718231077395,48307.077780073596,4.519,32.53369050514112,3030.5321030091804,24.278501294202783,313.79247983206864,4.283223914465316,0.919965956246139,4.302114408794107,50012.47763118825,4.283223914465316,88.02980106002144,1.558443337951064,8.976541536612547,1.558443337951064,14.037700259816987,11.900979300301927,1.4314470547859859,11.900979300301927,4.206464041413016,12.683847117495814,157.54122049641524,1160.0811237971132,-42.3973528134145,31.046910228703627,-103.5151065175915,1160.8556108818866,82.0,90.0,min_elev_82deg__East
min_elev_82deg__East__ERA5_2024_0619_18Z,2.9418178999512823,-8.375760509384886,4.932677637856675,29.17349927660863,3.0203046333211447,17.712594840920342,9.47371751247945,48509.15137859815,4.519,32.6228378280745,3031.5251379914316,24.267531559953966,313.5337174506232,4.2925686952146815,0.9218328568807087,4.2925686952146815,50227.71147744593,4.2632870444335635,87.98566806437434,1.541204766330303,8.972041223493685,1.541204766330303,13.533212149275554,12.562503347409752,1.3800035842286158,12.562503347409752,4.206464041413016,12.57836485978584,157.8190665139145,998.9622469445317,71.29442419992881,31.04793259306518,-103.51679726857368,1001.5031032116011,82.0,90.0,min_elev_82deg__East
min_elev_82deg__South__ERA5_2022_0616_15Z,2.9416249455043433,-3.0738250085252874,-4.545474720080994,29.17638405247815,3.0199387738253587,10.495260011563756,9.47369243480602,47218.66654048772,4.519,32.36251655228848,3288.7279307863373,25.29376833230914,314.55448176362,4.287881717428043,0.9100607065408308,4.309527903399418,48887.120951100565,4.287881717428043,87.63134605960092,1.5111182874690683,8.935910434205454,1.5111182874690683,14.896423590822566,11.203694593781938,1.519012465094866,11.203694593781938,4.206464041413016,9.66763536324355,165.09591288119486,179.6433258939359,-928.4894149772657,31.038943824658464,-103.5253958891779,945.7083685064123,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2022_0616_18Z,2.9418010695371164,-5.413344330392948,-7.819234670467395,29.17441296379122,3.02016635498687,17.63661356952921,9.47371232747733,47583.02519725898,4.519,32.27324230352358,3125.556870403318,24.64138307968574,314.17748285994344,4.287426512600381,0.9133626392054444,4.310394579711704,49240.4031082849,4.287426512600381,87.91260416053365,1.5575423986347776,8.964590778760703,1.5575423986347776,14.52847972064554,11.557060085096536,1.48149263210633,11.557060085096536,4.206464041413016,12.45708201625874,159.83465805282498,217.33401721198106,-830.2665618083502,31.039826951964496,-103.52500035580456,858.2404317524063,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2022_0619_15Z,2.9416226481486785,-3.0758121299834253,-4.447053498891889,29.17636464872289,3.0199445192632823,10.344712231990243,9.473692336946892,47306.93642537909,4.519,32.368979235334095,3286.2793669671173,25.283684802606142,314.4669095322482,4.291572138163617,0.9111278591928021,4.29679738298598,48989.98319038969,4.281121648518892,87.62097740005076,1.512115905341557,8.93485312518044,1.512115905341557,15.32414702443283,10.811129298170849,1.5626281170871634,10.811129298170849,4.206464041413016,9.611938487623734,165.23144236432822,150.0891763000721,-978.5391305555502,31.03849382569572,-103.5257060269708,989.982621499411,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2022_0619_18Z,2.9417887981086785,-6.538572683487637,-6.518514433128593,29.174186240351066,3.0202126984121525,17.05296575179341,9.473712542547021,48142.01356224571,4.519,32.627740169834034,3088.9681937984774,24.487984578215457,313.78173992132156,4.300552831834018,0.9189921530196624,4.300552831834018,49833.543648150386,4.282080257807763,87.90948995529918,1.560229484174052,8.964273218203891,1.560229484174052,15.420821069325694,10.673078349803918,1.5724861261823042,10.673078349803918,4.206464041413016,12.222531837705258,159.32017895981264,44.857979304015416,-828.3425399989583,31.03984427028125,-103.52681027245336,829.5562680609225,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2023_0616_15Z,2.941584091052111,0.13554435232464784,4.043675513274354,29.177441011958045,3.019793777807191,7.920699350243237,9.473684958169011,46490.570510137724,4.519,31.99491400388171,3412.7778836745692,25.798682366766922,314.99137324611337,4.292028876892581,0.9040309593587273,4.308627699250249,48126.15486645684,4.27061573930165,87.51571044292693,1.5115349442177632,8.924118882893438,1.5115349442177632,18.173365824483056,8.771706907853154,1.8531675775604368,8.771706907853154,4.206464041413016,8.963594225332255,168.06364234546473,141.7625873807223,-989.7733348877698,31.038392818625457,-103.52579340428994,999.8739348716589,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2023_0616_18Z,2.941605767424167,1.1120707733357393,4.763655223563745,29.177480232694,3.019781619442785,9.586480825320267,9.473686134589125,46212.59316328837,4.519,31.92492166717709,3433.008636438296,25.88648282233306,315.1045746075179,4.287936911434172,0.902320235905857,4.305111741485256,47826.97495168271,4.287936911434172,87.51935152617237,1.4997961293390119,8.924490170055256,1.4997961293390119,26.78617108569555,5.569208960550811,2.731429293968435,5.569208960550811,4.206464041413016,9.403427473366081,168.16125880693815,156.67664625584288,-946.9284376737319,31.038778040434945,-103.52563689590859,959.8026034332232,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2023_0619_15Z,2.9415879241194456,2.4954012685871656,3.3986086013324903,29.177864177185597,3.0197288350996474,8.312696521993644,9.473683141653082,46080.47677932747,4.519,31.864795137650198,3483.7678536123467,26.094101429543336,315.1180011306066,4.298033466932808,0.9008497891256503,4.298033466932808,47696.37803459207,4.266896982407937,87.46280671931446,1.5085172673242206,8.918724204423985,1.5085172673242206,18.478129573311783,8.592268819574253,1.8842448311412954,8.592268819574253,4.206464041413016,9.065384917805224,169.641792672474,154.9432771946379,-977.9082291958841,31.038499497578147,-103.52565508996977,990.1070264758473,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2023_0619_18Z,2.9415781177389717,1.5220727345865914,3.483223426675167,29.17787952002053,3.019731677921094,7.482988870730303,9.473682629025845,45945.80138380384,4.519,31.742113013252954,3471.88280738298,26.04655892638469,315.39273845243736,4.292792371597831,0.9000867346724964,4.310726936979931,47538.06557696045,4.264133555071924,87.50078230173236,1.509334427056286,8.922596636132866,1.509334427056286,31.65138486105514,4.563420098897029,3.2275430306022077,4.563420098897029,4.206464041413016,8.900991243403539,168.9338694298235,218.23990556454618,-938.3529749602477,31.038855133666313,-103.524990873036,963.3976136557374,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2024_0616_15Z,2.9415414345490327,-0.09726123309035122,1.3065776545957575,29.177972870768635,3.0197394597407134,2.5752238494971484,9.47368006658384,45964.734732518686,4.519,31.91317451770953,3457.2877783525237,25.99575333826813,315.6024806618804,4.294340375362631,0.901835870061099,4.305062573805305,47565.295724897165,4.278257077698621,87.51774968679354,1.5105279357713313,8.924326827896737,1.5105279357713313,28.795445190754105,5.107968150248538,2.9363182320929275,5.107968150248538,4.206464041413016,8.149000917464726,168.4920248389836,192.1804299633236,-1068.5992528243569,31.03768407802905,-103.52526435611524,1085.7429165311933,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2024_0616_18Z,2.941565338213927,-3.120940077270987,-0.5213290699929073,29.177342170095635,3.0198291584443404,6.047924953872032,9.473684773060981,46015.606637437675,4.519,31.79838997822612,3377.1976034405325,25.687035041409036,315.82839381781133,4.292600515702754,0.9028703462423322,4.310680018300917,47599.296120739666,4.263811445460041,87.64750963359775,1.5111677594128576,8.937558660051879,1.5111677594128576,14.516281368339888,11.55555268487374,1.480248746344561,11.55555268487374,4.206464041413016,8.6642813924076,165.8582909393279,357.0702653347409,-1280.195301185495,31.035781553684153,-103.52353416075047,1329.059510918771,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2024_0619_15Z,2.941823647181412,-4.121294267980536,-8.943069534368618,29.17422907361729,3.020190642136995,18.345105776453057,9.473714257172286,47964.24327349999,4.519,32.54897211867676,3134.9199851226854,24.709136904081745,313.5785861135631,4.282210216257188,0.9173213279520034,4.303440953737243,49663.74763560409,4.282210216257188,87.85702277770369,1.530012414251301,8.958923055039559,1.530012414251301,13.8745311702148,12.087306877617564,1.414808438173566,12.087306877617564,4.206464041413016,12.683791172727755,160.66141404765344,202.95841643747258,-1105.3085458819678,31.03735401848719,-103.52515126477925,1123.7878360271197,82.0,180.0,min_elev_82deg__South
min_elev_82deg__South__ERA5_2024_0619_18Z,2.9418178999512823,-4.932677637856675,-8.375760509384886,29.17406173179792,3.0202201843253724,18.05907162831596,9.473714655092706,48262.84922048703,4.519,32.63633788825598,3105.768136388506,24.57734377663199,313.383399957039,4.283934978717693,0.91996344199279,4.304002467303725,49979.02399220474,4.283934978717693,87.86419544806566,1.554941964206953,8.959654463865403,1.554941964206953,13.632120906732853,12.454765522937516,1.3900894705870868,12.454765522937516,4.206464041413016,12.578341621007043,160.0448444431932,27.53084708113118,-975.4993325759677,31.038521166133442,-103.52699210272478,975.8877473342736,82.0,180.0,min_elev_82deg__South
min_elev_82deg__West__ERA5_2022_0616_15Z,2.9416249455043433,4.5454747200809935,-3.073825008525288,29.177618117378877,3.0197545331696847,10.838130911815734,9.473686137213976,46594.08783286482,4.519,32.21186164389624,3487.7181384175938,26.121435546187296,314.2653779295613,4.297653166859401,0.9051937788220513,4.297653166859401,48263.81132117781,4.280010409069037,87.37954406927868,1.5084353949474467,8.910233777006285,1.5084353949474467,14.808956775289706,11.289983529077622,1.5100933321052252,11.289983529077622,4.206464041413016,9.667637176394171,170.69435244292882,-977.6657045752125,151.0260788492424,31.048649487973577,-103.53754130954232,989.2618997996053,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2022_0616_18Z,2.9418010695371164,7.819234670467395,-5.413344330392949,29.17652943681926,3.0198475046591726,18.657892449085168,9.473701719876944,46475.13708491034,4.519,32.06409601071145,3456.4381190969107,25.998317187578223,313.66143837867406,4.294638142132614,0.9046419961305575,4.299982974546688,48126.702161127796,4.283948477304467,87.45835978720116,1.5070160623774336,8.91827074354659,1.5070160623774336,15.701857568087803,10.473161207585793,1.6011438736049317,10.473161207585793,4.206464041413016,12.457083148753119,169.44744835350738,-796.9680834576486,137.05861995804074,31.048524041033193,-103.53564493095452,808.6675406834134,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2022_0619_15Z,2.9416226481486785,4.447053498891888,-3.075812129983426,29.17758695459674,3.0197620377944414,10.679985804444561,9.4736860988723,46687.72011556752,4.519,32.30791327756738,3482.5984052154754,26.099736866563273,314.1809529872584,4.290583086497976,0.9062920925945738,4.300160321285923,48368.39391948329,4.274550751332587,87.36728587054208,1.4968685847518681,8.908983788606923,1.4968685847518681,15.915620411541532,10.31046878318351,1.6229416173251348,10.31046878318351,4.206464041413016,9.611932988406867,170.7416127007861,-1009.3887229806015,94.08459574445295,31.04813749338406,-103.53787417615965,1013.7640283797836,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2022_0619_18Z,2.9417887981086785,6.518514433128593,-6.538572683487637,29.176300042996083,3.0198941227883163,18.083890784891828,9.473701941282172,46977.81567590504,4.519,32.3549360498179,3414.870415316832,25.830994450053403,313.30400462152784,4.2951273539153,0.9097911514985829,4.2951273539153,48663.81305579341,4.266454624149994,87.45873357485279,1.5087875018974692,8.918308859279447,1.5087875018974692,16.528447955107815,9.811432798723569,1.6854326355185325,9.811432798723569,4.206464041413016,12.22213232387877,168.85252124442454,-1012.0030446310894,103.6065389212899,31.04822310409215,-103.53790162209025,1017.2927195502008,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2023_0616_15Z,2.941584091052111,-4.043675513274354,0.1355443523246481,29.176772268670987,3.019893763935369,7.6930405114873395,9.473688379001777,46823.66892588966,4.519,32.14245109006605,3307.1927646417616,25.365666916241327,315.15608022096245,4.300759095878845,0.9066478709834697,4.300759095878845,48458.54080290501,4.284550854818693,87.64975303101899,1.5041139764397427,8.937787422924137,1.5041139764397427,14.27602868028466,11.860676150499943,1.4557497902224166,11.860676150499943,4.206464041413016,8.963607554168476,164.9896172210693,-952.2553998958925,157.30609098878503,31.04870597315544,-103.53727464191513,965.1608948217173,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2023_0616_18Z,2.941605767424167,-4.763655223563745,1.1120707733357396,29.176546354935404,3.0199215850717533,9.248108160173675,9.473690906759794,46676.90422033475,4.519,32.08720205856382,3284.8799380461023,25.280323948243105,315.34649171991776,4.296117064759696,0.9059686902537492,4.3069050861486,48295.357574766036,4.27993503267634,87.7105753871293,1.5248030859795,8.943989577187857,1.5248030859795,31.85454835318011,4.55772089639259,3.2482599412827127,4.55772089639259,4.206464041413016,9.403438741320512,163.89121312209764,-916.6066579584995,201.2161777288663,31.04910080239506,-103.5369005587006,938.4325844692651,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2023_0619_15Z,2.9415879241194456,-3.3986086013324903,2.4954012685871656,29.176926847533384,3.0198691668098228,8.06211452983429,9.473687942615905,46548.23041212361,4.519,32.06658712490221,3330.588871141421,25.466045503638146,315.33818514839754,4.302823009664464,0.904544390726508,4.302823009664464,48166.88013540307,4.285855165924585,87.64381370344186,1.4994772025823109,8.93718178006168,1.4994772025823109,15.052096149483553,11.0619950346917,1.5348866482931025,11.0619950346917,4.206464041413016,9.065379160841625,165.2855491509691,-952.8308198364482,178.256494241991,31.04889434032076,-103.53728070057043,969.3616192988264,82.0,270.0,min_elev_82deg__West
min_elev_82deg__West__ERA5_2023_0619_18Z,2.9415781177389717,-3.4832234266751665,1.5220727345865916,29.17708786156599,3.0198503335261115,7.261051802369476,9.473686694116001,46347.115101355106,4.519,31.89474455919899,3341.9593300415754,25.514016680136177,315.57784476116757,4.3004226404062,0.9032955075516619,4.3004226404062,47946.87321949677,4.28324685735974,87.66119248034713,1.5105887011410926,8.938953922118882,1.5105887011410926,17.8858450351268,8.930925421754761,1.8238486165129582,8.930925421754761,4.206464041413016,8.900990282530136,165.22360269047348,-891.5830782456477,227.52287611006824,31.049337348345254,-103.53663796571624,920.1559892580074,82.0,270.0,min_elev_82deg__West
